,num_acc_by_area,grav_mean
943,1.0,4.0
944,0.0,0.0
945,1.0,1.0
946,0.0,4.0
947,2.0,3.0
948,1.0,2.5
949,0.0,0.0
950,0.0,0.0
951,2.0,4.0
952,0.0,0.0
953,0.0,0.0
954,2.0,2.5
955,1.0,2.5
956,0.0,1.0
957,1.0,4.0
958,1.0,4.0
959,0.0,0.0
960,1.0,4.0
961,3.0,4.0
962,0.0,4.0
963,1.0,4.0
964,0.0,4.0
965,0.0,4.0
966,0.0,4.0
967,3.0,4.0
968,1.0,4.0
969,4.0,2.5
970,0.0,4.0
971,8.0,3.25
972,0.0,1.0
973,0.0,0.0
974,5.0,4.0
975,1.0,4.0
976,0.0,0.0
977,1.0,4.0
978,3.0,3.75
979,4.0,3.8
980,0.0,4.0
981,1.0,4.0
982,0.0,0.0
983,8.0,3.4285714285714284
984,1.0,4.0
985,7.0,4.0
986,0.0,0.0
987,0.0,4.0
988,0.0,0.0
989,1.0,2.5
990,0.0,0.0
991,3.0,4.0
992,3.0,3.25
993,0.0,0.0
994,0.0,0.0
995,3.0,4.0
996,0.0,0.0
997,0.0,4.0
998,4.0,2.8
999,5.0,3.4
1000,0.0,0.0
1001,2.0,2.0
1002,0.0,0.0
1003,1.0,4.0
1004,5.0,3.5
1005,0.0,0.0
1006,0.0,0.0
1007,3.0,4.0
1008,0.0,4.0
1009,0.0,4.0
1010,0.0,4.0
1011,0.0,4.0
1012,6.0,3.5714285714285716
1013,4.0,3.8
1014,1.0,4.0
1015,0.0,4.0
1016,2.0,4.0
1017,0.0,0.0
1018,0.0,0.0
1019,2.0,4.0
1020,2.0,4.0
1021,0.0,0.0
1022,0.0,0.0
1023,2.0,3.0
1024,0.0,0.0
1025,5.0,3.4
1026,0.0,0.0
1027,0.0,4.0
1028,0.0,0.0
1029,0.0,0.0
1030,0.0,0.0
1031,0.0,0.0
1032,0.0,4.0
1033,2.0,4.0
1034,0.0,0.0
1035,1.0,4.0
1036,4.0,4.0
1037,0.0,4.0
1038,0.0,0.0
1039,1.0,4.0
1040,0.0,0.0
1041,0.0,0.0
1042,2.0,3.5
1043,0.0,0.0
1044,0.0,0.0
1045,0.0,0.0
1046,0.0,0.0
1047,0.0,0.0
1048,0.0,0.0
1049,0.0,0.0
1050,0.0,0.0
1051,0.0,0.0
1052,0.0,0.0
1053,9.0,3.0
1054,0.0,0.0
1055,0.0,0.0
1056,0.0,4.0
1057,1.0,4.0
1058,5.0,3.4
1059,2.0,4.0
1060,0.0,0.0
1061,0.0,4.0
1062,0.0,0.0
1063,13.0,3.75
1064,9.0,3.5555555555555554
1065,0.0,1.0
1066,10.0,3.4545454545454546
1067,0.0,4.0
1068,2.0,4.0
1069,2.0,4.0
1070,3.0,3.25
1071,3.0,3.25
1072,6.0,4.0
1073,1.0,2.5
1074,1.0,4.0
1075,5.0,3.5
1076,3.0,3.6666666666666665
1077,6.0,3.4
1078,1.0,2.5
1079,7.0,3.5
1080,0.0,0.0
1081,2.0,4.0
1082,2.0,2.5
1083,1.0,2.5
1084,6.0,3.142857142857143
1085,0.0,0.0
1086,7.0,2.875
1087,2.0,3.0
1088,0.0,0.0
1089,8.0,3.25
1090,0.0,0.0
1091,0.0,0.0
1092,0.0,0.0
1093,0.0,0.0
1094,0.0,4.0
1095,0.0,4.0
1096,2.0,3.0
1097,1.0,1.0
1098,7.0,3.875
1099,6.0,4.0
1100,1.0,4.0
1101,3.0,3.25
1102,3.0,3.0
1103,0.0,0.0
1104,0.0,0.0
1105,0.0,4.0
1106,11.0,3.125
1107,0.0,1.0
1108,3.0,3.25
1109,2.0,4.0
1110,3.0,4.0
1111,5.0,3.8333333333333335
1112,3.0,3.0
1113,5.0,3.5
1114,0.0,0.0
1115,6.0,3.142857142857143
1116,1.0,4.0
1117,4.0,2.5
1118,16.0,3.357142857142857
1119,8.0,3.5555555555555554
1120,19.0,3.4444444444444446
1121,4.0,3.6
1122,4.0,3.8
1123,15.0,3.6666666666666665
1124,3.0,3.75
1125,4.0,2.8
1126,1.0,4.0
1127,6.0,3.857142857142857
1128,3.0,4.0
1129,3.0,4.0
1130,7.0,4.0
1131,0.0,4.0
1132,10.0,3.090909090909091
1133,5.0,3.6666666666666665
1134,1.0,4.0
1135,1.0,4.0
1136,8.0,3.25
1137,5.0,2.8
1138,12.0,3.25
1139,0.0,4.0
1140,0.0,1.0
1141,6.0,4.0
1142,7.0,4.0
1143,6.0,3.5
1144,3.0,3.0
1145,0.0,1.0
1146,2.0,4.0
1147,0.0,0.0
1148,8.0,3.5714285714285716
1149,0.0,0.0
1150,1.0,4.0
1151,6.0,3.142857142857143
1152,1.0,4.0
1153,3.0,3.25
1154,17.0,3.933333333333333
1155,0.0,4.0
1156,0.0,4.0
1157,8.0,3.5555555555555554
1158,0.0,0.0
1159,4.0,3.4
1160,10.0,3.1818181818181817
1161,1.0,1.0
1162,4.0,3.75
1163,6.0,2.8333333333333335
1164,12.0,3.5384615384615383
1165,14.0,2.9285714285714284
1166,1.0,4.0
1167,7.0,3.625
1168,24.0,3.347826086956522
1169,18.0,3.4705882352941178
1170,7.0,4.0
1171,0.0,1.0
1172,11.0,3.5
1173,22.0,3.5238095238095237
1174,3.0,4.0
1175,0.0,4.0
1176,2.0,3.0
1177,6.0,4.0
1178,2.0,4.0
1179,5.0,3.5
1180,5.0,3.4
1181,1.0,4.0
1182,8.0,4.0
1183,3.0,2.5
1184,0.0,1.0
1185,0.0,0.0
1186,1.0,4.0
1187,8.0,3.5714285714285716
1188,4.0,2.8
1189,7.0,2.875
1190,6.0,3.5
1191,4.0,3.25
1192,0.0,4.0
1193,2.0,4.0
1194,0.0,0.0
1195,4.0,3.25
1196,4.0,4.0
1197,4.0,4.0
1198,0.0,4.0
1199,4.0,4.0
1200,0.0,0.0
1201,1.0,4.0
1202,3.0,3.25
1203,7.0,3.625
1204,4.0,4.0
1205,2.0,2.5
1206,3.0,4.0
1207,0.0,0.0
1208,7.0,2.2857142857142856
1209,7.0,3.5714285714285716
1210,7.0,2.2857142857142856
1211,4.0,3.4
1212,0.0,0.0
1213,0.0,0.0
1214,4.0,2.8
1215,3.0,4.0
1216,7.0,3.5
1217,0.0,1.0
1218,1.0,4.0
1219,3.0,2.5
1220,5.0,3.5
1221,1.0,4.0
1222,2.0,3.0
1223,8.0,3.6666666666666665
1224,1.0,2.5
1225,2.0,2.0
1226,4.0,3.4
1227,2.0,3.0
1228,0.0,4.0
1229,6.0,3.142857142857143
1230,2.0,3.0
1231,0.0,4.0
1232,3.0,4.0
1233,23.0,3.4347826086956523
1234,11.0,3.4545454545454546
1235,4.0,3.4
1236,5.0,2.5
1237,0.0,4.0
1238,1.0,3.5
1239,2.0,4.0
1240,8.0,3.5714285714285716
1241,0.0,1.0
1242,0.0,0.0
1243,2.0,2.5
1244,0.0,0.0
1245,2.0,3.6666666666666665
1246,4.0,4.0
1247,0.0,0.0
1248,0.0,0.0
1249,4.0,3.25
1250,0.0,1.0
1251,1.0,4.0
1252,0.0,0.0
1253,0.0,4.0
1254,0.0,0.0
1255,2.0,2.5
1256,0.0,0.0
1257,0.0,0.0
1258,3.0,3.25
1259,0.0,0.0
1260,0.0,0.0
1261,1.0,3.5
1262,2.0,1.0
1263,0.0,0.0
1264,0.0,0.0
1265,0.0,4.0
1266,0.0,0.0
1267,7.0,2.2857142857142856
1268,0.0,0.0
1269,0.0,0.0
1270,0.0,0.0
1271,0.0,0.0
1272,5.0,3.2
1273,0.0,4.0
1274,4.0,3.8
1275,2.0,4.0
1276,0.0,0.0
1277,0.0,0.0
1278,0.0,0.0
1279,0.0,0.0
1280,0.0,0.0
1281,0.0,4.0
1282,2.0,3.6666666666666665
1283,0.0,0.0
1284,0.0,0.0
1285,1.0,4.0
1286,0.0,0.0
1287,3.0,2.5
1288,0.0,0.0
1289,0.0,0.0
1290,1.0,4.0
1291,0.0,4.0
1292,1.0,2.5
1293,0.0,4.0
1294,5.0,3.5
1295,6.0,3.8333333333333335
1296,1.0,0.0
1297,4.0,3.4
1298,0.0,0.0
1299,0.0,0.0
1300,0.0,4.0
1301,2.0,4.0
1302,5.0,4.0
1303,4.0,3.2
1304,0.0,0.0
1305,0.0,4.0
1306,3.0,4.0
1307,23.0,3.4347826086956523
1308,4.0,4.0
1309,12.0,3.25
1310,14.0,3.357142857142857
1311,5.0,3.4
1312,0.0,0.0
1313,0.0,0.0
1314,0.0,0.0
1315,0.0,0.0
1316,4.0,1.6
1317,0.0,4.0
1318,1.0,1.0
